onset	duration	stim_file	stim_lable	levelOfOcclusion	stim_started	stim_stopped	key_time	key_fix
39.99	4	Aircraft1_10%_2.jpg	0	0.1	39.99	43.724	41.963	0
43.996	4	Aircraft1_10%_39.jpg	0	0.1	43.996	47.728	46.497	0
48.011	4	Aircraft2_10%_26.jpg	1	0.1	48.011	51.745	49.087	1
52.03	4	Aircraft1_10%_15.jpg	0	0.1	52.03	55.768	53.213	0
56.059	4	Aircraft2_10%_16.jpg	1	0.1	56.059	59.792	56.785	1
60.072	4	rest.jpg	NaN	NaN	60.072	63.804	64.072	NaN
64.06	4	rest.jpg	NaN	NaN	64.06	67.796	68.06	NaN
68.046	4	rest.jpg	NaN	NaN	68.046	71.788	72.046	NaN
72.052	4	Aircraft2_90%_14.jpg	1	0.9	72.052	75.784	73.203	1
76.061	4	Aircraft2_90%_5.jpg	1	0.9	76.061	79.801	77.231	1
80.081	4	Aircraft2_90%_15.jpg	1	0.9	80.081	83.817	82.866	1
84.099	4	Aircraft2_90%_19.jpg	1	0.9	84.099	87.832	87.001	1
88.118	4	Aircraft1_90%_31.jpg	0	0.9	88.118	91.857	92.118	0
92.142	4	rest.jpg	NaN	NaN	92.142	95.877	92.148	NaN
96.112	4	rest.jpg	NaN	NaN	96.112	99.851	100.112	NaN
100.089	4	rest.jpg	NaN	NaN	100.089	103.824	104.089	NaN
104.116	4	Aircraft2_70%_4.jpg	1	0.75	104.116	107.849	106.897	1
108.136	4	Aircraft1_70%_43.jpg	0	0.75	108.136	111.868	109.237	0
112.138	4	Aircraft1_70%_9.jpg	0	0.75	112.138	115.871	114.019	0
116.151	4	Aircraft1_70%_11.jpg	0	0.75	116.151	119.885	119.431	0
120.155	4	Aircraft1_70%_50.jpg	0	0.75	120.155	123.888	123.736	0
124.155	4	rest.jpg	NaN	NaN	124.155	127.895	128.155	NaN
128.13	4	rest.jpg	NaN	NaN	128.13	131.867	132.13	NaN
132.107	4	rest.jpg	NaN	NaN	132.107	135.845	136.107	NaN
136.111	4	Aircraft1_10%_36.jpg	0	0.1	136.111	139.844	137.683	0
140.119	4	Aircraft1_10%_35.jpg	0	0.1	140.119	143.858	141.852	0
144.123	4	Aircraft2_10%_3.jpg	1	0.1	144.123	147.861	145.658	1
148.13	4	Aircraft1_10%_5.jpg	0	0.1	148.13	151.862	149.633	0
152.133	4	Aircraft1_10%_48.jpg	0	0.1	152.133	155.871	154.324	0
156.158	4	rest.jpg	NaN	NaN	156.158	159.891	160.158	NaN
160.13	4	rest.jpg	NaN	NaN	160.13	163.867	164.13	NaN
164.122	4	rest.jpg	NaN	NaN	164.122	167.859	168.122	NaN
168.128	4	Aircraft1_90%_3.jpg	0	0.9	168.128	171.861	171.242	0
172.145	4	Aircraft2_90%_28.jpg	1	0.9	172.145	175.884	175.49	1
176.167	4	Aircraft1_90%_24.jpg	0	0.9	176.167	179.905	179.581	0
180.185	4	Aircraft2_90%_39.jpg	1	0.9	180.185	183.923	181.524	1
184.207	4	Aircraft2_90%_8.jpg	1	0.9	184.207	187.94	186.115	1
188.208	4	rest.jpg	NaN	NaN	188.208	191.943	192.208	NaN
192.191	4	rest.jpg	NaN	NaN	192.191	195.929	196.191	NaN
196.179	4	rest.jpg	NaN	NaN	196.179	199.912	200.179	NaN
