onset	duration	stim_file	stim_lable	levelOfOcclusion	stim_started	stim_stopped	key_time	key_fix
40.02	4	Aircraft1_10%_2.jpg	0	0.1	40.02	43.753	41.461	0
44.083	4	Aircraft1_10%_39.jpg	0	0.1	44.083	47.812	45.237	0
48.124	4	Aircraft2_10%_26.jpg	1	0.1	48.124	51.855	48.983	1
52.148	4	Aircraft1_10%_15.jpg	0	0.1	52.148	55.88	53.356	0
56.208	4	Aircraft2_10%_16.jpg	1	0.1	56.208	59.941	57.223	1
60.212	4	rest.jpg	NaN	NaN	60.212	63.945	64.212	NaN
64.18	4	rest.jpg	NaN	NaN	64.18	67.912	68.18	NaN
68.148	4	rest.jpg	NaN	NaN	68.148	71.885	72.148	NaN
72.169	4	Aircraft2_90%_14.jpg	1	0.9	72.169	75.905	75.248	1
76.214	4	Aircraft2_90%_5.jpg	1	0.9	76.214	79.944	78.756	1
80.227	4	Aircraft2_90%_15.jpg	1	0.9	80.227	83.956	83.054	1
84.277	4	Aircraft2_90%_19.jpg	1	0.9	84.277	88.01	87.028	1
88.296	4	Aircraft1_90%_31.jpg	0	0.9	88.296	92.032	91.368	0
92.322	4	rest.jpg	NaN	NaN	92.322	96.058	96.322	NaN
96.303	4	rest.jpg	NaN	NaN	96.303	100.055	100.303	NaN
100.292	4	rest.jpg	NaN	NaN	100.292	104.024	104.292	NaN
104.304	4	Aircraft2_70%_4.jpg	1	0.75	104.304	108.04	105.614	1
108.487	4	Aircraft1_70%_43.jpg	0	0.75	108.487	112.219	109.908	0
112.541	4	Aircraft1_70%_9.jpg	0	0.75	112.541	116.273	114.88	0
116.582	4	Aircraft1_70%_11.jpg	0	0.75	116.582	120.312	120.03	0
120.637	4	Aircraft1_70%_50.jpg	0	0.75	120.637	124.372	123.308	0
124.656	4	rest.jpg	NaN	NaN	124.656	128.393	128.656	NaN
128.627	4	rest.jpg	NaN	NaN	128.627	132.357	132.627	NaN
132.602	4	rest.jpg	NaN	NaN	132.602	136.332	136.602	NaN
136.617	4	Aircraft1_10%_36.jpg	0	0.1	136.617	140.349	137.594	0
140.631	4	Aircraft1_10%_35.jpg	0	0.1	140.631	144.361	141.613	0
144.688	4	Aircraft2_10%_3.jpg	1	0.1	144.688	148.424	145.464	1
148.712	4	Aircraft1_10%_5.jpg	0	0.1	148.712	152.443	149.561	0
152.772	4	Aircraft1_10%_48.jpg	0	0.1	152.772	156.504	154.074	0
156.772	4	rest.jpg	NaN	NaN	156.772	160.505	160.772	NaN
160.756	4	rest.jpg	NaN	NaN	160.756	164.494	164.756	NaN
164.726	4	rest.jpg	NaN	NaN	164.726	168.459	168.726	NaN
168.988	4	Aircraft1_90%_3.jpg	0	0.9	168.988	172.721	170.574	0
173.004	4	Aircraft2_90%_28.jpg	1	0.9	173.004	176.738	175.766	1
177.041	4	Aircraft1_90%_24.jpg	0	0.9	177.041	180.772	179.273	0
181.077	4	Aircraft2_90%_39.jpg	1	0.9	181.077	184.812	183.258	1
185.126	4	Aircraft2_90%_8.jpg	1	0.9	185.126	188.856	187.056	1
189.143	4	rest.jpg	NaN	NaN	189.143	192.872	193.143	NaN
193.119	4	rest.jpg	NaN	NaN	193.119	196.852	197.119	NaN
197.087	4	rest.jpg	NaN	NaN	197.087	200.822	201.087	NaN
201.112	4	Aircraft2_70%_18.jpg	1	0.75	201.112	204.85	203.319	1
205.175	4	Aircraft1_70%_29.jpg	0	0.75	205.175	208.906	206.582	0
