onset	duration	stim_file	stim_lable	levelOfOcclusion	stim_started	stim_stopped	key_time	key_fix
40.173	4	Aircraft1_10%_2.jpg	0	0.1	40.173	43.903	41.999	0
44.192	4	Aircraft1_10%_39.jpg	0	0.1	44.192	47.922	46.233	0
48.209	4	Aircraft2_10%_26.jpg	1	0.1	48.209	51.942	50.367	1
52.233	4	Aircraft1_10%_15.jpg	0	0.1	52.233	55.966	53.777	0
56.257	4	Aircraft2_10%_16.jpg	1	0.1	56.257	59.987	59.213	1
60.277	4	rest.jpg	NaN	NaN	60.277	64.007	64.277	NaN
64.25	4	rest.jpg	NaN	NaN	64.25	67.987	68.25	NaN
68.233	4	rest.jpg	NaN	NaN	68.233	71.963	72.233	NaN
72.23	4	Aircraft2_90%_14.jpg	1	0.9	72.23	75.965	76.23	1
76.234	4	Aircraft2_90%_5.jpg	1	0.9	76.234	79.964	78.661	1
80.242	4	Aircraft2_90%_15.jpg	1	0.9	80.242	83.972	82.424	1
84.255	4	Aircraft2_90%_19.jpg	1	0.9	84.255	87.987	88.255	1
88.255	4	Aircraft1_90%_31.jpg	0	0.9	88.255	91.986	90.704	0
92.258	4	rest.jpg	NaN	NaN	92.258	95.995	96.258	NaN
96.228	4	rest.jpg	NaN	NaN	96.228	99.958	100.228	NaN
100.196	4	rest.jpg	NaN	NaN	100.196	103.93	104.196	NaN
104.198	4	Aircraft2_70%_4.jpg	1	0.75	104.198	107.933	106.962	1
108.222	4	Aircraft1_70%_43.jpg	0	0.75	108.222	111.958	111.022	0
112.228	4	Aircraft1_70%_9.jpg	0	0.75	112.228	115.958	115.551	0
116.243	4	Aircraft1_70%_11.jpg	0	0.75	116.243	119.979	120.243	0
120.251	4	Aircraft1_70%_50.jpg	0	0.75	120.251	123.981	121.405	0
124.258	4	rest.jpg	NaN	NaN	124.258	127.994	128.258	NaN
128.236	4	rest.jpg	NaN	NaN	128.236	131.966	132.236	NaN
132.216	4	rest.jpg	NaN	NaN	132.216	135.946	136.216	NaN
136.226	4	Aircraft1_10%_36.jpg	0	0.1	136.226	139.96	137.66	0
140.243	4	Aircraft1_10%_35.jpg	0	0.1	140.243	143.978	142.027	0
144.261	4	Aircraft2_10%_3.jpg	1	0.1	144.261	147.997	146.185	1
148.284	4	Aircraft1_10%_5.jpg	0	0.1	148.284	152.019	150.299	0
152.291	4	Aircraft1_10%_48.jpg	0	0.1	152.291	156.021	155.786	0
156.291	4	rest.jpg	NaN	NaN	156.291	160.021	160.291	NaN
160.271	4	rest.jpg	NaN	NaN	160.271	164.001	164.271	NaN
164.237	4	rest.jpg	NaN	NaN	164.237	167.972	168.237	NaN
168.241	4	Aircraft1_90%_3.jpg	0	0.9	168.241	171.976	171.224	0
172.251	4	Aircraft2_90%_28.jpg	1	0.9	172.251	175.98	174.323	1
176.261	4	Aircraft1_90%_24.jpg	0	0.9	176.261	179.991	177.525	0
