onset	duration	stim_file	stim_lable	levelOfOcclusion	stim_started	stim_stopped	key_time	key_fix
40.226	4	Aircraft1_10%_17.jpg	0	0.1	40.226	43.978	41.02	0
44.266	4	Aircraft2_10%_42.jpg	1	0.1	44.266	48.021	45.249	1
48.306	4	Aircraft2_10%_44.jpg	1	0.1	48.306	52.053	49.431	1
52.361	4	Aircraft1_10%_10.jpg	0	0.1	52.361	56.114	53.241	0
56.392	4	Aircraft2_10%_25.jpg	1	0.1	56.392	60.141	57.753	1
60.434	4	rest.jpg	NaN	NaN	60.434	64.181	64.434	NaN
64.427	4	rest.jpg	NaN	NaN	64.427	68.174	68.427	NaN
68.419	4	rest.jpg	NaN	NaN	68.419	72.169	72.419	NaN
72.439	4	Aircraft1_90%_12.jpg	0	0.9	72.439	76.186	73.605	0
76.483	4	Aircraft2_90%_32.jpg	1	0.9	76.483	80.235	77.747	1
80.531	4	Aircraft2_90%_48.jpg	1	0.9	80.531	84.278	82.271	1
84.575	4	Aircraft1_90%_19.jpg	0	0.9	84.575	88.324	86.358	0
88.591	4	Aircraft1_90%_33.jpg	0	0.9	88.591	92.343	89.863	0
92.59	4	rest.jpg	NaN	NaN	92.59	96.344	96.59	NaN
96.588	4	rest.jpg	NaN	NaN	96.588	100.335	100.588	NaN
100.583	4	rest.jpg	NaN	NaN	100.583	104.329	104.583	NaN
104.586	4	Aircraft2_70%_33.jpg	1	0.75	104.586	108.34	106.208	1
108.632	4	Aircraft2_70%_38.jpg	1	0.75	108.632	112.378	109.631	1
112.656	4	Aircraft1_70%_30.jpg	0	0.75	112.656	116.404	113.621	0
116.661	4	Aircraft1_70%_41.jpg	0	0.75	116.661	120.414	118.411	0
120.7	4	Aircraft1_70%_18.jpg	0	0.75	120.7	124.447	122.375	0
124.707	4	rest.jpg	NaN	NaN	124.707	128.454	128.707	NaN
128.691	4	rest.jpg	NaN	NaN	128.691	132.441	132.691	NaN
132.673	4	rest.jpg	NaN	NaN	132.673	136.426	136.673	NaN
136.7	4	Aircraft2_10%_24.jpg	1	0.1	136.7	140.45	137.646	1
140.742	4	Aircraft2_10%_2.jpg	1	0.1	140.742	144.492	141.738	1
144.788	4	Aircraft2_10%_43.jpg	1	0.1	144.788	148.536	145.568	1
148.823	4	Aircraft2_10%_46.jpg	1	0.1	148.823	152.577	149.647	1
152.862	4	Aircraft1_10%_42.jpg	0	0.1	152.862	156.609	153.571	0
156.867	4	rest.jpg	NaN	NaN	156.867	160.619	160.867	NaN
