onset	duration	stim_file	stim_lable	levelOfOcclusion	stim_started	stim_stopped	key_time	key_fix
40.091	4	Aircraft1_10%_2.jpg	0	0.1	40.091	43.828	41.651	0
44.153	4	Aircraft1_10%_39.jpg	0	0.1	44.153	47.894	45.88	0
48.176	4	Aircraft2_10%_26.jpg	1	0.1	48.176	51.913	49.727	1
52.241	4	Aircraft1_10%_15.jpg	0	0.1	52.241	55.976	54.171	0
56.277	4	Aircraft2_10%_16.jpg	1	0.1	56.277	60.02	57.441	1
60.319	4	rest.jpg	NaN	NaN	60.319	64.06	64.319	NaN
64.308	4	rest.jpg	NaN	NaN	64.308	68.049	68.308	NaN
68.301	4	rest.jpg	NaN	NaN	68.301	72.041	72.301	NaN
72.364	4	Aircraft2_90%_14.jpg	1	0.9	72.364	76.099	73.795	1
76.41	4	Aircraft2_90%_5.jpg	1	0.9	76.41	80.145	77.409	1
80.461	4	Aircraft2_90%_15.jpg	1	0.9	80.461	84.199	81.399	1
84.518	4	Aircraft2_90%_19.jpg	1	0.9	84.518	88.256	85.922	1
88.563	4	Aircraft1_90%_31.jpg	0	0.9	88.563	92.297	90.561	0
92.576	4	rest.jpg	NaN	NaN	92.576	96.314	96.576	NaN
96.563	4	rest.jpg	NaN	NaN	96.563	100.298	100.563	NaN
100.534	4	rest.jpg	NaN	NaN	100.534	104.271	104.534	NaN
104.589	4	Aircraft2_70%_4.jpg	1	0.75	104.589	108.332	105.99	1
108.613	4	Aircraft1_70%_43.jpg	0	0.75	108.613	112.351	109.937	0
112.657	4	Aircraft1_70%_9.jpg	0	0.75	112.657	116.395	113.802	0
116.739	4	Aircraft1_70%_11.jpg	0	0.75	116.739	120.48	118.512	0
120.813	4	Aircraft1_70%_50.jpg	0	0.75	120.813	124.551	121.925	0
124.821	4	rest.jpg	NaN	NaN	124.821	128.559	128.821	NaN
128.81	4	rest.jpg	NaN	NaN	128.81	132.546	132.81	NaN
132.776	4	rest.jpg	NaN	NaN	132.776	136.513	136.776	NaN
136.855	4	Aircraft1_10%_36.jpg	0	0.1	136.855	140.593	138.795	0
140.909	4	Aircraft1_10%_35.jpg	0	0.1	140.909	144.649	143.105	0
144.971	4	Aircraft2_10%_3.jpg	1	0.1	144.971	148.712	147.494	1
