onset	duration	stim_file	stim_lable	levelOfOcclusion	stim_started	stim_stopped	key_time	key_fix
40	4	Aircraft1_10%_17.jpg	0	0.1	40	43.732	40.889	0
44.003	4	Aircraft2_10%_42.jpg	1	0.1	44.003	47.735	44.588	1
48.037	4	Aircraft2_10%_44.jpg	1	0.1	48.037	51.769	48.848	1
52.084	4	Aircraft1_10%_10.jpg	0	0.1	52.084	55.818	53.15	0
56.132	4	Aircraft2_10%_25.jpg	1	0.1	56.132	59.863	56.731	1
60.129	4	rest.jpg	n/a	n/a	60.129	63.858	64.129	n/a
64.112	4	rest.jpg	n/a	n/a	64.112	67.841	68.112	n/a
68.076	4	rest.jpg	n/a	n/a	68.076	71.808	72.076	n/a
72.1	4	Aircraft1_90%_12.jpg	0	0.9	72.1	75.829	74.444	0
76.127	4	Aircraft2_90%_32.jpg	1	0.9	76.127	79.859	78.344	1
80.141	4	Aircraft2_90%_48.jpg	1	0.9	80.141	83.876	81.039	1
84.182	4	Aircraft1_90%_19.jpg	0	0.9	84.182	87.917	85.277	0
88.234	4	Aircraft1_90%_33.jpg	0	0.9	88.234	91.969	90.397	0
92.257	4	rest.jpg	n/a	n/a	92.257	95.986	96.257	n/a
96.237	4	rest.jpg	n/a	n/a	96.237	99.973	100.237	n/a
100.225	4	rest.jpg	n/a	n/a	100.225	103.961	104.225	n/a
104.285	4	Aircraft2_70%_33.jpg	1	0.75	104.285	108.023	106.169	1
108.333	4	Aircraft2_70%_38.jpg	1	0.75	108.333	112.068	109.261	1
112.37	4	Aircraft1_70%_30.jpg	0	0.75	112.37	116.104	113.787	0
116.396	4	Aircraft1_70%_41.jpg	0	0.75	116.396	120.126	118.389	0
120.43	4	Aircraft1_70%_18.jpg	0	0.75	120.43	124.165	122.109	0
124.435	4	rest.jpg	n/a	n/a	124.435	128.167	128.435	n/a
128.399	4	rest.jpg	n/a	n/a	128.399	132.132	132.399	n/a
132.366	4	rest.jpg	n/a	n/a	132.366	136.101	136.366	n/a
136.426	4	Aircraft2_10%_24.jpg	1	0.1	136.426	140.161	137.413	1
140.449	4	Aircraft2_10%_2.jpg	1	0.1	140.449	144.186	141.222	1
144.493	4	Aircraft2_10%_43.jpg	1	0.1	144.493	148.224	145.979	1
148.539	4	Aircraft2_10%_46.jpg	1	0.1	148.539	152.268	149.082	1
152.571	4	Aircraft1_10%_42.jpg	0	0.1	152.571	156.304	153.248	0
