onset	duration	stim_file	stim_lable	levelOfOcclusion	stim_started	stim_stopped	key_time	key_fix
40.018	4	Aircraft1_10%_17.jpg	0	0.1	40.018	43.752	41.14	0
44.065	4	Aircraft2_10%_42.jpg	1	0.1	44.065	47.795	45.572	1
48.082	4	Aircraft2_10%_44.jpg	1	0.1	48.082	51.813	49.063	1
52.09	4	Aircraft1_10%_10.jpg	0	0.1	52.09	55.821	53.522	0
56.093	4	Aircraft2_10%_25.jpg	1	0.1	56.093	59.83	57.179	1
60.104	4	rest.jpg	NaN	NaN	60.104	63.835	64.104	NaN
64.088	4	rest.jpg	NaN	NaN	64.088	67.823	68.088	NaN
68.075	4	rest.jpg	NaN	NaN	68.075	71.805	72.075	NaN
72.09	4	Aircraft1_90%_12.jpg	0	0.9	72.09	75.824	74.393	0
76.13	4	Aircraft2_90%_32.jpg	1	0.9	76.13	79.864	79.392	1
80.153	4	Aircraft2_90%_48.jpg	1	0.9	80.153	83.883	81.185	1
84.183	4	Aircraft1_90%_19.jpg	0	0.9	84.183	87.912	86.465	0
88.22	4	Aircraft1_90%_33.jpg	0	0.9	88.22	91.952	89.688	0
92.223	4	rest.jpg	NaN	NaN	92.223	95.954	96.223	NaN
96.189	4	rest.jpg	NaN	NaN	96.189	99.926	100.189	NaN
100.166	4	rest.jpg	NaN	NaN	100.166	103.902	104.166	NaN
104.232	4	Aircraft2_70%_33.jpg	1	0.75	104.232	107.961	105.818	1
108.268	4	Aircraft2_70%_38.jpg	1	0.75	108.268	111.999	110.243	1
112.275	4	Aircraft1_70%_30.jpg	0	0.75	112.275	116.005	114.571	0
116.314	4	Aircraft1_70%_41.jpg	0	0.75	116.314	120.048	118.064	0
120.321	4	Aircraft1_70%_18.jpg	0	0.75	120.321	124.05	122.766	0
124.321	4	rest.jpg	NaN	NaN	124.321	128.05	128.321	NaN
128.296	4	rest.jpg	NaN	NaN	128.296	132.032	132.296	NaN
