onset	duration	stim_file	stim_lable	levelOfOcclusion	stim_started	stim_stopped	key_time	key_fix
40.024	4	Aircraft1_10%_2.jpg	0	0.1	40.024	43.755	41.958	0
44.072	4	Aircraft1_10%_39.jpg	0	0.1	44.072	47.808	45.402	0
48.087	4	Aircraft2_10%_26.jpg	1	0.1	48.087	51.82	49.195	1
52.143	4	Aircraft1_10%_15.jpg	0	0.1	52.143	55.879	54.125	0
56.153	4	Aircraft2_10%_16.jpg	1	0.1	56.153	59.886	57.405	1
60.155	4	rest.jpg	n/a	n/a	60.155	63.893	64.155	n/a
64.141	4	rest.jpg	n/a	n/a	64.141	67.876	68.141	n/a
68.125	4	rest.jpg	n/a	n/a	68.125	71.86	72.125	n/a
72.128	4	Aircraft2_90%_14.jpg	1	0.9	72.128	75.864	74.969	1
76.149	4	Aircraft2_90%_5.jpg	1	0.9	76.149	79.884	77.858	1
80.18	4	Aircraft2_90%_15.jpg	1	0.9	80.18	83.91	82.528	1
84.199	4	Aircraft2_90%_19.jpg	1	0.9	84.199	87.93	86.767	1
88.235	4	Aircraft1_90%_31.jpg	0	0.9	88.235	91.967	90.689	0
92.237	4	rest.jpg	n/a	n/a	92.237	95.967	96.237	n/a
96.201	4	rest.jpg	n/a	n/a	96.201	99.933	100.201	n/a
100.168	4	rest.jpg	n/a	n/a	100.168	103.906	104.168	n/a
104.226	4	Aircraft2_70%_4.jpg	1	0.75	104.226	107.956	106.395	1
108.245	4	Aircraft1_70%_43.jpg	0	0.75	108.245	111.975	110.956	0
112.267	4	Aircraft1_70%_9.jpg	0	0.75	112.267	116.002	114.103	0
116.284	4	Aircraft1_70%_11.jpg	0	0.75	116.284	120.016	119.107	0
120.289	4	Aircraft1_70%_50.jpg	0	0.75	120.289	124.025	121.984	0
124.308	4	rest.jpg	n/a	n/a	124.308	128.043	128.308	n/a
128.293	4	rest.jpg	n/a	n/a	128.293	132.03	132.293	n/a
132.262	4	rest.jpg	n/a	n/a	132.262	135.992	136.262	n/a
136.262	4	Aircraft1_10%_36.jpg	0	0.1	136.262	139.992	137.602	0
140.344	4	Aircraft1_10%_35.jpg	0	0.1	140.344	144.075	141.769	0
144.357	4	Aircraft2_10%_3.jpg	1	0.1	144.357	148.089	145.235	1
148.382	4	Aircraft1_10%_5.jpg	0	0.1	148.382	152.114	150.585	0
152.43	4	Aircraft1_10%_48.jpg	0	0.1	152.43	156.16	153.435	0
156.448	4	rest.jpg	n/a	n/a	156.448	160.182	160.448	n/a
160.428	4	rest.jpg	n/a	n/a	160.428	164.164	164.428	n/a
164.411	4	rest.jpg	n/a	n/a	164.411	168.141	168.411	n/a
168.426	4	Aircraft1_90%_3.jpg	0	0.9	168.426	172.163	170.734	0
172.441	4	Aircraft2_90%_28.jpg	1	0.9	172.441	176.174	174.607	1
176.485	4	Aircraft1_90%_24.jpg	0	0.9	176.485	180.218	178.79	0
180.534	4	Aircraft2_90%_39.jpg	1	0.9	180.534	184.267	183.23	1
184.534	4	Aircraft2_90%_8.jpg	1	0.9	184.534	188.272	187.57	1
188.542	4	rest.jpg	n/a	n/a	188.542	192.272	192.542	n/a
192.523	4	rest.jpg	n/a	n/a	192.523	196.257	196.523	n/a
196.505	4	rest.jpg	n/a	n/a	196.505	200.237	200.505	n/a
200.525	4	Aircraft2_70%_18.jpg	1	0.75	200.525	204.255	202.189	1
204.543	4	Aircraft1_70%_29.jpg	0	0.75	204.543	208.278	206.326	0
208.564	4	Aircraft2_70%_1.jpg	1	0.75	208.564	212.294	211.095	1
212.611	4	Aircraft1_70%_26.jpg	0	0.75	212.611	216.342	213.825	0
216.661	4	Aircraft2_70%_34.jpg	1	0.75	216.661	220.399	218.79	1
220.68	4	rest.jpg	n/a	n/a	220.68	224.417	224.68	n/a
224.651	4	rest.jpg	n/a	n/a	224.651	228.384	228.651	n/a
228.636	4	rest.jpg	n/a	n/a	228.636	232.365	232.636	n/a
232.675	4	Aircraft2_10%_17.jpg	1	0.1	232.675	236.407	233.591	1
236.68	4	Aircraft2_10%_11.jpg	1	0.1	236.68	240.411	237.456	1
240.73	4	Aircraft1_10%_20.jpg	0	0.1	240.73	244.46	242.11	0
244.746	4	Aircraft2_10%_47.jpg	1	0.1	244.746	248.476	246.399	1
